"","x","y","class"
"1",-3.94049477740593,-3.79023877472934,0
"2",-3.91264750060398,-4.1327745711183,0
"3",-3.92555616817548,-3.86215629450294,0
"4",-3.7465766091653,-4.09006493845706,0
"5",-3.6010782892975,-3.92935610466421,0
"6",-3.49705761924766,-3.97216418570667,0
"7",-3.42324252583423,-4.04125357294168,0
"8",-3.32045963705915,-3.97891931158943,0
"9",-3.1399453691389,-3.90107506526809,0
"10",-2.87205825021889,-3.94369160099667,0
"11",-3.01203292952038,-3.86006894632638,0
"12",-2.83719298931137,-4.03931234296527,0
"13",-2.81462399531004,-4.06865791708067,0
"14",-2.83435656128877,-4.00704540677558,0
"15",-2.57473726336964,-4.15281911826096,0
"16",-2.32114966823469,-4.05298846284462,0
"17",-2.40870665296043,-3.6907292755775,0
"18",-2.24714158930042,-4.07938463799737,0
"19",-2.43624244836443,-3.91787283784313,0
"20",-2.14575099453791,-3.79089457112409,0
"21",-1.97724072499204,-4.0932101958185,0
"22",-1.89945843434218,-4.0847579052265,0
"23",-1.64976601808523,-4.24856371633277,0
"24",-1.49610205360699,-4.07553600925382,0
"25",-1.46340845610752,-3.97154244833679,0
"26",-1.66322508986991,-3.90319041184395,0
"27",-1.38710557812044,-3.91371709828411,0
"28",-1.39605784919563,-4.02877395473899,0
"29",-1.15052453370804,-4.00565661201885,0
"30",-1.11538798099783,-4.124351922653,0
"31",-1.05881402878177,-3.96489399737092,0
"32",-0.663391883862319,-4.01806024783389,0
"33",-0.735525877763884,-3.97116173299065,0
"34",-0.83503771115727,-4.0861619425256,0
"35",-0.749709257539474,-4.02986477538267,0
"36",-0.552358267469738,-3.88885177277693,0
"37",-0.39524850781056,-3.95444283017209,0
"38",-0.274163016867632,-4.08575222308982,0
"39",0.0341578542836457,-4.03085571169372,0
"40",0.0718367251919774,-3.98907839319069,0
"41",-0.00772080470584807,-3.97425101878562,0
"42",0.103471568221954,-3.85561220714447,1
"43",0.297085028540802,-4.07280032798488,1
"44",0.105817956806847,-4.02411259613639,1
"45",0.489279092047473,-3.9051280503773,1
"46",0.269606005193444,-4.06648201299217,1
"47",0.624435083565658,-3.94230940780152,1
"48",0.723190866399663,-3.94218320462116,1
"49",0.911685555043357,-3.81249704675175,1
"50",0.868410334498308,-4.07164779542347,1
"51",1.01314962571607,-3.98491975280645,1
"52",1.21860568565118,-3.91318182521015,1
"53",1.07351953374753,-3.96648478416154,1
"54",1.46409160275183,-4.07285900706682,1
"55",1.30719347991171,-3.950993385206,1
"56",1.38967310219317,-4.01427545321595,1
"57",1.63273877804326,-4.01431042165287,1
"58",1.81411131144128,-4.20089250538487,1
"59",1.72190883152941,-4.00936512655311,1
"60",1.88009774519493,-4.02458920481574,1
"61",1.94150048030372,-3.97534808839987,1
"62",2.14601812053395,-4.14075763961233,1
"63",2.11631695286412,-4.04686573035397,1
"64",2.24746730594335,-3.93578724384761,1
"65",2.44410145502507,-4.00681937363932,1
"66",2.55785858603679,-3.98494634404724,1
"67",2.62025813377547,-3.97379257133147,1
"68",2.58874776581286,-3.93093803929601,1
"69",2.63886986616533,-4.08371689166906,1
"70",2.84106927669953,-3.97976226798517,1
"71",2.88303057020637,-3.95248027241688,1
"72",3.16535667520475,-4.20767897904183,1
"73",3.21087458014977,-3.90646743229911,1
"74",3.33399991036707,-3.98959506769216,1
"75",3.36725371533139,-4.03131991005995,1
"76",3.23738509030208,-3.82350194609723,1
"77",3.69629460093414,-4.07861852786491,1
"78",3.80681445740619,-4.01855212369242,1
"79",3.8313032166059,-3.93328740583992,1
"80",3.86916046334991,-3.88691414958768,1
"81",3.94593847046428,-4.01794879367525,1
"82",-4.01763510531833,-3.89688918770218,0
"83",-3.71521165522072,-3.95486123271852,0
"84",-3.8787389732699,-3.8912790658861,0
"85",-3.70691646338449,-3.85708048262131,0
"86",-3.56206793105609,-4.03514019058894,0
"87",-3.606684302195,-4.04130557172798,0
"88",-3.52353437969567,-3.81505761767353,0
"89",-3.45651857325855,-3.8508441670828,0
"90",-3.36920841122827,-3.9637247695805,0
"91",-3.0437604821921,-3.77801774524219,0
"92",-3.01027042874809,-3.94150664094432,0
"93",-2.74761323843121,-3.89182974889861,0
"94",-2.80518695911465,-3.87332189470265,0
"95",-2.68824822520112,-3.96168650290673,0
"96",-2.67228268815356,-3.67765989336444,0
"97",-2.70593311827733,-4.09987456438069,0
"98",-2.34401157468707,-3.79807122490946,0
"99",-2.48034145463008,-3.95326370590252,0
"100",-2.0768928973232,-3.96187191103607,0
"101",-2.00142579284694,-4.00265860179199,0
"102",-1.96955536102177,-4.01708763201165,0
"103",-1.8689314561,-3.86921467040196,0
"104",-1.82537216629256,-4.02310255515947,0
"105",-1.68490013704409,-3.9043174730985,0
"106",-1.64115578941102,-3.7542651198504,0
"107",-1.48022013051066,-3.98303203385715,0
"108",-1.42275491434058,-3.84334314525947,0
"109",-1.32460442293225,-3.81578200042543,0
"110",-1.2258249411878,-3.87669111925989,0
"111",-1.06187070830747,-3.92005555715762,0
"112",-0.967407494039638,-3.7092177837358,0
"113",-0.992628762731201,-4.02292295958909,0
"114",-0.754942619858123,-3.78202539377835,0
"115",-0.669023406552688,-3.82303073210506,0
"116",-0.677150452593154,-4.15566351053516,0
"117",-0.587379898826366,-3.75633422199989,0
"118",-0.448677138903384,-3.98159700568465,0
"119",-0.331436750774106,-3.91017742609671,0
"120",-0.325495772057429,-3.91734935591506,0
"121",0.0297637220956356,-3.91862750186296,0
"122",0.0458338425076624,-3.87163117461521,0
"123",0.129037317779647,-3.92638077512014,0
"124",-0.110002551886343,-3.85069508994142,1
"125",0.323658508933396,-3.86095578812136,1
"126",0.33884278826172,-3.74746745806935,1
"127",0.509638829847907,-3.86409027727391,1
"128",0.729160636766268,-3.7790299627989,1
"129",0.689618547007807,-3.92821279397132,1
"130",0.910497790612996,-4.01176778129775,1
"131",0.947822261833199,-3.80699215905644,1
"132",1.0750969817755,-3.83224328815061,1
"133",1.25258468749534,-3.83672154258578,1
"134",1.14698586425299,-3.90426330783102,1
"135",1.27214277801153,-3.78436480950393,1
"136",1.17840869313617,-3.68290753720852,1
"137",1.52240000474402,-3.85180367782997,1
"138",1.46479809514753,-3.84164626483446,1
"139",1.61528594801415,-3.78869436823483,1
"140",1.63937015388869,-3.93522032276374,1
"141",1.79814508531449,-3.88250579027271,1
"142",1.78352179797392,-3.98649225349018,1
"143",2.11573897435023,-3.89274683235058,1
"144",2.09821173791872,-3.97639244035956,1
"145",2.33829924304157,-3.97459317526957,1
"146",2.4875087122012,-3.9745527924391,1
"147",2.52618433670364,-4.0559221477071,1
"148",2.35835605711189,-4.01529540511497,1
"149",2.64754382466088,-3.84551777901692,1
"150",2.79660291773984,-3.85974231306319,1
"151",2.93681027493415,-3.81916350570879,1
"152",2.9337822304611,-3.8994308740195,1
"153",3.06094842700847,-3.96050070000949,1
"154",3.26161461948559,-3.9226081608531,1
"155",3.33677869259164,-3.85263983159098,1
"156",3.5008392167706,-3.84028544674281,1
"157",3.3473070982055,-3.91383113036233,1
"158",3.58267658639029,-3.95297425742151,1
"159",3.74531053651648,-3.94897002592798,1
"160",3.74055152054346,-3.89043264352798,1
"161",3.85152067650061,-3.83549875235444,1
"162",3.81712206810094,-3.70982439388648,1
"163",-3.99416444730679,-3.9114839195802,0
"164",-3.76616592336935,-3.7630399472329,0
"165",-3.84808542619611,-3.78047796684498,0
"166",-3.70904569222098,-3.74812922312534,0
"167",-3.33146688582668,-3.83679605859677,0
"168",-3.73776570942604,-3.86965449068896,0
"169",-3.40037610270388,-3.75615862098328,0
"170",-3.21650874075052,-3.73504548175869,0
"171",-3.19572274567307,-3.75616953900441,0
"172",-2.98843348206004,-3.80601526564421,0
"173",-2.88179937248969,-3.91640740303695,0
"174",-2.91790784325432,-3.68549630185039,0
"175",-2.70422457013076,-3.68257353341608,0
"176",-2.69910309371388,-3.78253883520597,0
"177",-2.57617463886035,-3.88533803097612,0
"178",-2.51922991912926,-3.85334141213903,0
"179",-2.3568881806184,-3.74517710609278,0
"180",-2.20221705908103,-3.87952738765811,0
"181",-2.04459110430079,-3.62884311018704,0
"182",-2.20484436179081,-3.78444520077289,0
"183",-1.99887561365338,-3.87484082068114,0
"184",-1.88722187144758,-3.91215011169654,0
